query_name,id,display_name,works_api_url,h_index,works_count,country_code,matched,error
Andreas Maier,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Andreas+Maier&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Andreas Spitz,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Andreas+Spitz&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Andres CASTRO,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Andres+CASTRO&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Andres Karjus,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Andres+Karjus&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Andrew Crooks,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Andrew+Crooks&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Andrew Halterman,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Andrew+Halterman&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Andrew Lippman,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Andrew+Lippman&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Andrew Piper,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Andrew+Piper&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Andrew Renninger,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Andrew+Renninger&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Andrew Schauf,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Andrew+Schauf&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
André Calero Valdez,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Andr%C3%A9+Calero+Valdez&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
André Mata,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Andr%C3%A9+Mata&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Andrés Gvirtz,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Andr%C3%A9s+Gvirtz&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ane Rahbek Vierø,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ane+Rahbek+Vier%C3%B8&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Angel Hsing-Chi Hwang,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Angel+Hsing-Chi+Hwang&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Angel Sánchez,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Angel+S%C3%A1nchez&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Angelina Voggenreiter,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Angelina+Voggenreiter&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Aniko Biro,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Aniko+Biro&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anita Keshmirian,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anita+Keshmirian&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anjalie Field,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anjalie+Field&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anku Rani,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anku+Rani&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anli Peng,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anli+Peng&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ann Nowe,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ann+Nowe&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anna Beers,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anna+Beers&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anna Bertani,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anna+Bertani&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anna De Simoni,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anna+De+Simoni&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anna Sara Ligeti,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anna+Sara+Ligeti&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anna Seo Gyeong Choi,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anna+Seo+Gyeong+Choi&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anna Thoma,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anna+Thoma&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anna-Carolina Haensch,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anna-Carolina+Haensch&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Annabella Sakunkoo,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Annabella+Sakunkoo&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anne C Kroon,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anne+C+Kroon&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anne Driscoll,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anne+Driscoll&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anne Maass,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anne+Maass&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anne-Marie Nussberger,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anne-Marie+Nussberger&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Annett Heft,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Annett+Heft&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Annika Fredén,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Annika+Fred%C3%A9n&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Annina Claesson,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Annina+Claesson&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anthony Olejniczak,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anthony+Olejniczak&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anthony Paik,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anthony+Paik&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Antoine Vendeville,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Antoine+Vendeville&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Anton Gollwitzer,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Anton+Gollwitzer&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Antonina Zhiteneva,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Antonina+Zhiteneva&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Aparna Ananthasubramaniam,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Aparna+Ananthasubramaniam&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Aparna Balagopalan,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Aparna+Balagopalan&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Arda Astam,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Arda+Astam&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ardyn Vivienne Olszko,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ardyn+Vivienne+Olszko&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Arianna Pera,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Arianna+Pera&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ariel Flint Ashery,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ariel+Flint+Ashery&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ariella Kristal,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ariella+Kristal&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Arkadiusz Lipiecki,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Arkadiusz+Lipiecki&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Armin Pournaki,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Armin+Pournaki&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Arnout van de Rijt,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Arnout+van+de+Rijt&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Arthur Thomas Edward Capozzi Lupi,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Arthur+Thomas+Edward+Capozzi+Lupi&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Arti Thakur,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Arti+Thakur&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ashley Whillans,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ashley+Whillans&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ashley Young,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ashley+Young&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Astha Verma,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Astha+Verma&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Asya Zhelyazkova,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Asya+Zhelyazkova&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Atushi Ishikawa,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Atushi+Ishikawa&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
August Lohse,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=August+Lohse&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Austin van Loon,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Austin+van+Loon&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Aviral Chawla,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Aviral+Chawla&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Axel Alness Borg,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Axel+Alness+Borg&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Axel Bruns,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Axel+Bruns&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ayan-Yue Gupta,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ayan-Yue+Gupta&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Ayush Kumar,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Ayush+Kumar&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Azadeh Alavi,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Azadeh+Alavi&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
Azza Bouleimen,,,,,,,False,400 Client Error: Bad Request for url: https://api.openalex.org/authors?search=Azza+Bouleimen&per-page=5&select=id%2Cdisplay_name%2Cdisplay_name_alternatives%2Cworks_api_url%2Ch_index%2Cworks_count%2Clast_known_institution&api_key=NkafC7tV5c7anrujEZT7xI
